id,titulo,dataCriacao,idLegislatura
53294,Frente Parlamentar em Apoio aos Países Africanos - FPAPA.,2008-04-24,53
53295,Frente Parlamentar para o Apoio e Desenvolvimento da Biotecnologia,2008-04-16,53
53296,Frente Parlamentar em Defesa da Polícia Federal,2008-05-07,53
53297,Frente Parlamentar em Defesa dos Quilombos,2008-05-15,53
53298,Frente Parlamentar pela Reforma Urbana,2008-05-19,53
53299,Frente Parlamentar em Defesa dos Estados e Municípios Produtores de Petróleo,2008-05-26,53
53300,Frente Parlamentar Mista do Comércio Varejista.,2008-06-06,53
53301,Frente Parlamentar do Cooperativismo - FRENCOOP,2008-06-17,53
53302,Frente Parlamentar em Defesa da Base de Alcântara,2008-06-13,53
53303,Frente Parlamentar Mista em defesa da Advocacia Pública,2008-08-07,53
53304,Frente Parlamentar do Ensino à Distância,2008-08-07,53
53305,Frente Parlamentar da Comunicação Social - FreCom,2008-08-07,53
53306,Frente Parlamentar Mista em Defesa da Indústria Marítima Brasileira.,2008-08-20,53
53307,Frente Parlamentar da Defesa Nacional,2008-09-09,53
53308,"Frente Parlamentar Mista da Leitura, dedicada ao estímulo e desenvolvimento de iniciativas de leitura e de políticas de leitura no Brasil.",2008-10-22,53
53309,"Frente Parlamentar em Defesa do Piso Salarial Profissional Nacional do Professor da  Educação Básica, denominada Frente em Defesa do Piso dos Professores.",2008-12-03,53
53310,Frente Parlamentar em Defesa do Turismo,2009-02-18,53
53311,"Frente Parlamentar voltada para a Modalidade de Educação Profissional e Tecnológica, à modalidade de Educação à Distância e Novas Tecnologias Educacionais.",2009-02-11,53
53312,Frente Parlamentar de Logística de Transportes e Armazenagem.,2009-05-05,53
53313,"Frente Parlamentar em defesa do orçamento transparente, participativo e imperativo",2009-05-05,53
53315,Frente Parlamentar dos Advogados.,2009-05-28,53
53316,Frente Parlamentar em Defesa da Regulamentação da EC 15/96 - Criação de Novos Municípios.,2009-06-02,53
53317,Frente Parlamentar de Combate à Corrupção.,2009-12-17,53
53318,Frente Parlamentar da Cadeia Produtiva do Leite - FPCL,2009-06-29,53
53319,Frente Parlamentar em Defesa dos Garimpeiros.,2009-06-29,53
53320,Frente Parlamentar Mista da Micro e Pequena Empresa perante a Mesa do Congresso Nacional.,2009-08-13,53
53321,Frente Parlamentar Mista em Defesa da Petrobrás,2009-08-13,53
53322,Frente Parlamentar em Defesa do Transporte Aéreo Regional,2009-08-03,53
53323,Frente Parlamentar em Defesa dos Hospitais Universitários e de Ensino - FPDHUE.,2009-08-28,53
53324,Frente Parlamentar em defesa da exigência do diploma em Comunicação Social/Jornalismo para o registro profissional de jornalista.,2009-09-15,53
53325,Frente Parlamentar em Defesa da Soberania Nacional.,2009-09-28,53
53326,Frente Parlamentar em Defesa dos Direitos da Criança e do Adolescente.,2009-09-28,53
53327,Frente Parlamentar em Defesa dos policiais militares e bombeiros militares.,2009-10-05,53
53328,Frente Parlamentar em Defesa da Indústria Farmacêutica Brasileira.,2009-10-14,53
53332,Frente Parlamentar Mista pelo Desenvolvimento da Navegação Fluvial na Amazônia,2009-11-03,53
53334,Frente Parlamentar em Defesa das Centrais de Abastecimento Interno.,2010-02-02,53
53335,Frente Parlamentar da Revalorização Histórica da Força Expedicionária Brasileira.,2010-02-02,53
53336,Frente Parlamentar em Defesa das Universidades Comunitárias.,2010-01-04,53
53337,Frente Parlamentar Mista em Defesa do Programa Nuclear Brasileiro - PNB.,2010-03-17,53
53338,Frente Parlamentar Mista de Combate ao Crack,2010-04-19,53
53340,Frente Parlamentar contra o Crack,2010-04-20,53
53341,Frente Parlamentar em Defesa da Capoeira.,2010-05-27,53
53342,Frente Parlamentar pelo Controle do Tabaco.,2010-06-01,53
53343,Frente Parlamentar Pró Guardas Municipais.,2010-11-19,53
53351,Frente Parlamentar das Instâncias de Governança Regionais do Turismo,2012-04-30,54
53352,Frente Parlamentar de Combate às Doenças Raras,2012-04-30,54
53353,Frente Parlamentar em Defesa do Piso Nacional de Jornalista,2012-05-02,54
53354,Frente Parlamentar da Irrigação,2012-05-29,54
53355,Frente Parlamentar pela luta contra a Tuberculose,2012-05-31,54
53356,"Frente Parlamentar em Defesa da Competitividade da Cadeia Produtiva do Setor Químico, Petroquímico e Plástico do Brasil",2012-05-22,54
53357,Frente Parlamentar em Defesa da Indústria Nacional,2012-05-22,54
53358,Frente Parlamentar Mista em Defesa das Populações Extrativistas e dos Povos e Comunidades Tradicionais.,2012-05-31,54
53359,Frente Parlamentar de Apoio às Entidades de Promoção da Integração ao Mercado de Trabalho,2012-06-11,54
53360,Frente Parlamentar em Defesa das Ciclovias e das Calçadas Sustentáveis,2012-06-12,54
53361,Frente Parlamentar Mista em Defesa da Enfermagem,2012-06-18,54
53362,"Frente Parlamentar  ""Amigos do Tibete em defesa do diálogo China-Tibete""",2012-06-20,54
53363,Frente Parlamentar Mista da Suinocultura,2012-07-16,54
53364,Frente Parlamentar do Jovem Empreendedor,2012-08-27,54
53365,"Frente Parlamentar do Bem Estar da Pessoa, dos Produtos e Serviços de Higiene Pessoal do Congresso Nacional",2012-08-17,54
53366,Frente Parlamentar em Defesa da Reestruturação da Carreira do Perito Médico da Previdência Social,2012-08-14,54
53367,Frente Parlamentar Mista Pró-Gás Natural,2012-08-17,54
53368,"Frente Parlamentar em Defesa dos Consumidores, Distribuidores e Revendedores de Derivados de Petróleo, Gás Natural e Biocombustíveis",2012-08-14,54
53369,Frente Parlamentar pela Duplicação da Rodovia Belém-Brasília,2012-11-07,54
53370,Frente Parlamentar Mista de apoio às vítimas da seca no Nordeste,2012-12-03,54
53371,Frente Parlamentar Mista pelos direitos dos despachantes documentalistas do Brasil,2013-03-03,54
53372,Frente Parlamentar pelo Desenvolvimento da Agroecologia e Produção Orgânica.,2012-12-13,54
53373,Frente Parlamentar para a Desoneração dos Medicamentos,2012-12-19,54
53374,Frente Parlamentar em Defesa da Lavoura Cacaueira,2012-12-18,54
53375,Frente Parlamentar de Apoio aos Familiares de Desaparecidos Civis,2013-01-30,54
53376,Frente Parlamentar Pró-Guardas Municipais,2013-02-26,54
53377,Frente Parlamentar pela Valorização da Defesa Civil,2013-03-14,54
53378,"Frente Parlamentar Mista em Defesa das Universidades Públicas, Estaduais e Municipais do Brasil.",2013-03-20,54
53379,"Frente Parlamentar Mista, Câmara e Senado, em Defesa dos Municípios Sedes de Usinas Hidroelétricas.",2013-04-10,54
53380,"Frente Parlamentar Mista, Câmara e Senado, em Combate ao Crack.",2013-05-27,54
53381,Frente Parlamentar em Defesa da Fiscalização Agropecuária no Brasil,2013-04-26,54
53382,Frente Parlamentar de Apoio à Reestruturação da Polícia Federal,2013-05-28,54
53383,"Frente Parlamentar ""Seguridade Social para Todos""",2013-06-05,54
53385,Frente Parlamentar do Congresso Nacional de apoio aos Produtores de Algodão e as Indústrias do Segmento,2013-06-28,54
53386,Frente Parlamentar em Apoio à Criação do Museu Afro-Brasileiro em Brasília,2013-06-28,54
53388,Frente Parlamentar da Causa QESA,2013-07-17,54
53389,Frente Parlamentar Mista em Defesa da Indústria Marítima Brasileira,2013-07-17,54
53390,Frente Parlamentar Mista em Defesa dos Canais de TV Comunitários.,2013-08-05,54
53391,Frente Parlamentar pelo Desenvolvimento da Apicultura e Cajucultura - FPDAC,2013-08-05,54
53393,Frente Parlamentar em Defesa da Indústria Brasileira de Bebidas,2013-08-12,54
53395,Frente Parlamentar em defesa das Práticas Integrativas da Saúde (Frente Holística),2013-08-22,54
53396,Frente Parlamentar Mista do Esporte,2013-09-02,54
53397,Frente Parlamentar da Redução da Maioridade Penal,2013-09-03,54
53398,Frente Parlamentar em Defesa dos Direitos Humanos,2013-09-05,54
53399,Frente Parlamentar da Luta Contra a Endometriose,2013-09-04,54
53400,Frente Parlamentar Mista Pró-Optometria,2013-09-05,54
53401,Frente Parlamentar Mista em Defesa dos Comerciários,2013-09-09,54
53402,Frente Parlamentar de Combate ao Câncer,2013-09-04,54
53403,Frente Parlamentar em Defesa das Pensionistas das Forças Armadas e Forças Auxiliares,2013-09-10,54
53405,Frente Parlamentar em Defesa dos proprietários e condutores de veículos sobre duas rodas,2013-09-13,54
53406,Frente Parlamentar Mista em Defesa das pequenas centrais hidrelétricas e microgeração,2013-10-01,54
53407,"Frente Parlamentar em defesa do Sistema Nacional de Trabalho, Emprego e Renda",2013-09-25,54
53408,"Frente Parlamentar em Defesa da Engenharia, Agronomia e Arquitetura no Brasil.",2013-09-24,54
53409,Frente Parlamentar de Atenção Integral à Saúde do Homem.,2013-09-25,54
53412,Frente Parlamentar Mista dos Agentes de Abastecimento do Pequeno e Médio Varejo,2013-10-10,54
53413,Frente Parlamentar Mista do Marketing Multinível,2013-10-18,54
53414,Frente Parlametar Mista em Defesa do Setor da Alimentação Fora do Lar - Bares e Restaurantes,2013-11-19,54
53415,Frente Parlamentar pela Valorização do Setor Sucroenergético,2013-11-11,54
53416,Frente Parlamentar Mista pelo Fortalecimento das Agências Reguladoras.,2013-11-12,54
53417,Frente Parlamentar pela Autossuficiência do Potássio,2013-11-19,54
53418,Frente Parlamentar em Defesa dos Conselheiros Tutelares.,2013-11-28,54
53419,Frente Parlamentar pela Valorização e Incentivo à Mandiocultura.,2013-12-11,54
53420,Frente Parlamentar Mista de Combate ao Roubo de Cargas.,2013-12-20,54
53421,Frente Parlamentar Mista de Enfrentamento às DST/HIV/AIDS.,2013-12-20,54
53422,Frente Parlamentar em Defesa da Segurança e Saúde no Trabalho.,2013-12-20,54
53423,Frente Parlamentar pelo Direito da Legítima Defesa.,2013-12-20,54
53424,Frente Parlamentar Mista do Mercado Imobiliário,2014-02-18,54
53425,Frente Parlamentar pela Valorização das Universidades Federais.,2014-02-10,54
53426,Frente Parlamentar de Políticas em Prol dos Taxistas.,2014-02-12,54
53427,Frente Parlamentar Mista para o Desenvolvimento de Assuntos da Faixa de Fronteira.,2014-02-13,54
53429,Frente Parlamentar em Defesa da Redução de Impostos,2014-02-20,54
53430,"Frente Parlamentar em Defesa dos Portos, Hidrovias e Navegação do Brasil",2014-03-10,54
53432,Frente Parlamentar pela Moagem e Consumo do Trigo.,2014-03-11,54
53433,Frente Parlamentar em Defesa dos Agentes Municipais de Trânsito.,2014-04-09,54
53435,Frente Parlamentar em Defesa das Populações Atingidas por Áreas Protegidas (Unidades de Conservação e Terras Indígenas),2014-04-22,54
53436,Frente Parlamentar Mista pela Federalização da Educação Básica,2014-05-13,54
53437,Frente Parlamentar em Defesa da Regulamentação de Profissões do Congresso Nacional,2014-06-04,54
53439,Frente Parlamentar Mista em Defesa do Complexo Industrial da Saúde.,2014-08-13,54
53441,Frente Parlamentar em Apoio à Ovinocaprinocultura - FrenteOVINO.,2014-12-19,54
53447,"Frente Parlamentar Mista, Câmara e Senado, da Micro e Pequena Empresa",2015-02-25,55
53448,Frente Parlamentar Ambientalista,2015-03-03,55
53449,Frente Parlamentar Mista em Defesa dos Direitos Animais,2015-03-03,55
53450,Frente Parlamentar da Assistência Técnica e Extensão Rural (Frente de ATER),2015-02-25,55
53451,Frente Parlamentar Mista do Esporte,2015-03-03,55
53452,Frente Parlamentar Brasil-Japão,2015-03-03,55
53453,"Frente Parlamentar de Apoio às Santas Casas de Misericórdia, Hospitais e Entidades Filantrópicas",2015-02-26,55
53454,Frente Parlamentar Mista do Café,2015-02-26,55
53455,Frente Parlamentar Mista da Micro e Pequena Empresa,2015-02-26,55
53456,Frente Parlamentar Mista de Transporte e Logística - TRANSLOG,2015-02-25,55
53457,Frente Parlamentar Para a Liberdade Religiosa do Congresso (Mista),2015-02-26,55
53458,Frente Parlamentar Mista do Esporte,2015-03-10,55
53459,Frente Parlamentar Mista da Água,2015-03-10,55
53460,Frente Parlamentar da Segurança Pública,2015-03-04,55
53462,Frente Parlamentar em Apoio à Ovinocaprinocultura - FrenteOVINO,2015-03-19,55
53464,Frente Parlamentar Mista pela Segurança Hídrica e Elétrica do Brasil,2015-03-10,55
53465,Frente Parlamentar Mista da Família e Apoio à Vida,2015-03-23,55
53466,Frente Parlamentar em Defesa da Vida e da Família,2015-03-10,55
53467,Frente Parlamentar Mista de Incentivo à Geração de Eletricidade por meio de Energias Renováveis,2015-03-16,55
53468,Frente Parlamentar Mista em Defesa da Petrobras,2015-03-19,55
53469,Frente Parlamentar Mista de Combate à Corrupção,2015-03-19,55
53470,Frente Parlamentar em Defesa dos Consumidores de Energia Elétrica e Combustíveis e Telefonia,2015-03-16,55
53471,Frente Parlamentar em Defesa do Trânsito Seguro,2015-03-18,55
53472,"Frente Parlamentar pela Defesa, Apoio e Fortalecimento das Defensorias Públicas Federais e Estaduais",2015-03-16,55
53473,Frente Parlamentar Mista para Refugiados e Ajuda  Humanitária,2015-03-23,55
53474,Frente Parlamentar Mista em Defesa da Energia Alternativa,2015-03-23,55
53476,Frente Parlamentar Mista da Agropecuária - FPA,2015-03-24,55
53477,Frente Parlamentar Mista em Defesa da Indústria Marítima Brasileira,2015-03-24,55
53480,Frente Parlamentar Mista em Defesa do Turismo - FRENTUR,2015-03-24,55
53482,Frente Parlamentar Mista em Defesa da Pesca e Aquicultura,2015-03-24,55
53483,Frente Parlamentar Mista em Defesa das Políticas Públicas de Juventude,2015-03-24,55
53484,Frente Parlamentar Mista da Defesa Nacional,2015-03-23,55
53485,Frente Parlamentar Mista Pró-Gás Natural,2015-03-24,55
53486,Frente Parlamentar de Defesa e Desenvolvimento do Rio São Francisco,2015-03-19,55
53487,Frente Parlamentar em Defesa das Populações Atingidas por Áreas Protegidas (unidades de Conservação e Terras Indígenas),2015-03-23,55
53488,"Frente Parlamentar Mista, Câmara e Senado, da Suinocultura",2015-04-07,55
53493,Frente Parlamentar em Apoio aos Povos Indígenas,2015-03-25,55
53494,Frente Parlamentar em Defesa da Polícia Federal,2015-03-24,55
53495,Frente Parlamentar Mista em Defesa da Juventude e Combate às Drogas,2015-04-07,55
53496,Frente Parlamentar Mista Católica Apostólica Romana,2015-04-07,55
53497,Frente Parlamentar Brasil-China,2015-03-31,55
53498,Frente Parlamentar do Congresso Nacional em Defesa das Pessoas com Deficiência,2015-04-13,55
53499,Frente Parlamentar Mista de Práticas Integrativas em Saúde (Frente Holística),2015-04-14,55
53500,Frente Parlamentar Mista de Logística de Transportes e Armazenagem - FRENLOG,2015-04-07,55
53501,Frente Parlamentar Mista de Enfrentamento as DST/HIV/AIDS,2015-04-27,55
53502,Frente Parlamentar Mista em Defesa da Enfermagem,2015-04-14,55
53503,Frente Parlamentar Mista em Defesa do Desenvolvimento do Semiárido do Nordeste,2015-04-14,55
53504,"Frente Parlamentar em Apoio à Duplicação da BR 251, no Trecho entre Montes Claros a Salinas - MG",2015-04-13,55
53505,"Frente Parlamentar Mista pela Competitividade da Cadeia Produtiva do Setor Químico, Petroquímico e de Plástico.",2015-04-16,55
53506,Frente Parlamentar da Saúde - FPS,2015-04-16,55
53507,Frente Parlamentar Mista de Combate às Drogas,2015-05-08,55
53508,Frente Parlamentar Mista da Primeira Infância,2015-04-30,55
53509,Frente Parlamentar Mista de Combate ao Câncer,2015-04-16,55
53510,Frente Parlamentar Mista em Defesa do Cinema e das Artes Visuais,2015-04-16,55
53511,Frente Parlamentar Mista da Infraestrutura Nacional,2015-04-17,55
53512,Frente Parlamentar Mista do Biodiesel,2015-04-15,55
53513,"Frente Parlamentar de Ciência, Tecnologia, Pesquisa e Inovação",2015-04-15,55
53514,"Frente Parlamentar Mista em Defesa do Comércio, Serviço e Empreendedorismo",2015-04-24,55
53515,Frente Parlamentar em Defesa da Cadeia Produtiva da Reciclagem,2015-04-16,55
53516,"Frente Parlamentar Mista da Fruticultura, Horticultura e Floricultura",2015-04-27,55
53517,Frente Parlamentar em Defesa da Implantação do Plano Nacional de Educação,2015-04-16,55
55566,Frente Parlamentar Mista em Defesa da Polícia Rodoviária Federal,2023-08-30,57
53518,"Frente Parlamentar de Prevenção, Diagnóstico e Tratamento do Câncer",2015-04-15,55
55567,Frente Parlamentar Mista da Indústria de Máquinas e Equipamentos - FPMaq,2023-08-30,57
53519,Frente Parlamentar pela Qualidade da Hotelaria Brasileira,2015-04-16,55
55568,Frente Parlamentar Mista da Medicina,2023-08-30,57
53520,Frente Parlamentar Mista em  Apoio ao Nióbio e as Pedras Preciosas - Frente do Nióbio,2015-04-27,55
55569,Frente Parlamentar da Economia Popular e Solidária,2023-08-30,57
53521,Frente Parlamentar Mista em Defesa das Pequenas Centrais Hidrelétricas e Microgeração,2015-05-11,55
55570,Frente Parlamentar do Desporto Escolar,2023-08-29,57
53522,"Frente Parlamentar Mista em Defesa do Livro, da Leitura e da Biblioteca",2015-05-06,55
55571,Frente Parlamentar Mista de Apoio à Emancipação de Distritos no Brasil,2023-08-30,57
53523,"Frente Parlamentar pela Defesa, Apoio ao Potássio Brasileiro",2015-04-23,55
55572,Frente Parlamentar Mista da Mulher Catadora,2023-08-30,57
53524,Frente Parlamentar em Defesa dos Agentes Comunitários de Saúde e dos Agentes de Combate às Endemias,2015-04-23,55
55573,Frente Parlamentar em Defesa da Arte e Cultura Periférica,2023-09-29,57
53525,Frente Parlamentar Mista José Alencar pelo Desenvolvimento da Indústria Textil e da Confecção no Brasil,2015-05-06,55
53526,Frente Parlamentar contra o Abuso e a Exploração Sexual de Crianças e Adolescentes,2015-05-05,55
55575,Frente Parlamentar Mista de Apoio ao Sistema Nacional de Fomento para o Financiamento do Desenvolvimento,2023-10-02,57
53527,"Frente Parlamentar em Defesa das Comunidades Terapêuticas, Acolhedoras e APAC's",2015-04-23,55
55576,"Frente Parlamentar Mista em Defesa dos Institutos Federais de Educação, Ciência e Tecnologia",2023-09-29,57
53529,Frente Parlamentar Mista da Educação,2015-05-12,55
53530,Frente Parlamentar da Habitação e Desenvolvimento Urbano do Congresso Nacional,2015-05-12,55
53531,Frente Parlamentar pela Valorização do Setor de Bovinocultura do Leite,2015-04-29,55
55580,Frente Parlamentar Mista pelo Combate às Desigualdades,2023-09-28,57
53532,Frente Parlamentar Mista dos Municípios e de Apoio aos Prefeitos e Vice-Prefeitos do Brasil,2015-05-12,55
55581,Frente Parlamentar Mista pelo Fortalecimento das Relações Comerciais Brasil-Texas,2023-09-29,57
53533,Frente Parlamentar de Apoio à Indústria da Construção Civil e do Mercado Imobiliário,2015-04-30,55
55582,Frente Parlamentar Mista em Defesa do Sistema Nacional de Auditoria do SUS,2023-11-29,57
53534,Frente Parlamentar Mista em Defesa do Ensino Técnico e Profissionalizante,2015-05-18,55
55583,Frente Parlamentar Mista dos Estados da Amazônia Legal,2023-09-29,57
53535,Frente Parlamentar em Defesa da Legalização dos Imóveis Urbanos decorrentes de Loteamentos Irregulares e dos Conjuntos Habitacionais construídos pelos antigos institutos de aposentadoria e pensões,2015-05-04,55
55584,Frente Parlamentar Mista da Hotelaria Brasileira,2023-09-29,57
53536,Frente Parlamentar em Defesa dos Interesses da Classe dos Taxistas,2015-05-06,55
53537,Frente Parlamentar Mista em Defesa da Conclusão das Obras das BRs 101-SUL e 285,2015-05-06,55
55586,Frente Parlamentar em Defesa dos Conselheiros Tutelares,2023-09-28,57
55587,Frente Parlamentar Mista em Defesa da Exploração de Petróleo na Margem Equatorial do Brasil,2023-10-03,57
55588,Frente Parlamentar em Defesa da Soberania Nacional,2023-10-02,57
55589,Frente Parlamentar sobre o Limite dos Juros e a Auditoria Integral da Dívida Pública com a Participação Popular,2023-10-02,57
53541,Frente Parlamentar em Defesa da Caixa Econômica Federal (CEF),2015-04-30,55
55590,Frente Parlamentar Mista por Cidadania e Direitos LGBTI+,2023-06-21,57
53542,Frente Parlamentar pelo Desenvolvimento Sustentável da Floresta Brasileira - Silvicultura,2015-05-04,55
53543,"Frente Parlamentar em Defesa dos Portos, Hidrovias e Navegação do Brasil",2015-05-04,55
53544,Frente Parlamentar em Defesa dos Conselheiros Tutelares,2015-05-04,55
53545,Frente Parlamentar de Comunicação - FreCom,2015-05-05,55
55594,"Frente Parlamentar Mista de Fiscalização, Integridade e Transparência - FIT",2023-11-23,57
53546,Frente Parlamentar Mista do Envelhecimento Ativo,2015-05-12,55
55595,Frente Parlamentar Mista em Defesa dos Correios,2025-09-10,57
53547,Frente Parlamentar em Apoio e Fortalecimento da Mídia Regional,2015-05-08,55
53548,Frente Parlamentar em Defesa dos Direitos Humanos,2015-05-14,55
55597,Frente Parlamentar da Longevidade,2023-10-03,57
53549,"Frente Parlamentar Mista pela Defesa, Apoio e Fortalecimento da Região Integrada de Desenvolvimento do Distrito Federal e Entorno -FPRIDE",2015-05-07,55
55598,Frente Parlamentar em prol dos Jogos Eletrônicos e Games,2023-10-03,57
53550,Frente Parlamentar Mista pelo Fortalecimento das Relações Brasil-Coreia do Sul,2015-05-12,55
55599,Frente Parlamentar por Doenças Crônicas de Pele,2023-10-03,57
53551,Frente Parlamentar em Defesa da Indústria Aeronáutica e Espacial,2015-05-12,55
53552,"Frente Parlamentar Mista, Câmara e Senado Brasil, Bolívia e Peru",2015-05-14,55
55601,Frente Parlamentar Mista em Defesa da Propriedade Intelectual e Combate à Pirataria,2023-11-01,57
53553,"Frente Parlamentar Mista em Defesa da Lavoura Cacaueira, da CEPLAC e do Cacau Cabruca",2015-05-12,55
53554,"Frente Parlamentar Mista, Câmara e Senado, em Defesa do Associativismo Rural e Cultural",2015-05-18,55
55603,Frente Parlamentar em Defesa dos Profissionais da Dança,2023-11-28,57
53555,Frente Parlamentar Mista em Defesa dos Aposentados e Pensionistas,2015-05-18,55
55604,Frente Parlamentar Mista em Apoio ao Acolhimento Humanitário de Migrantes Transnacionais e Refugiados,2024-03-22,57
53556,Frente Parlamentar Mista em Defesa da Atividade Física para o Desenvolvimento Humano,2015-05-18,55
55605,Frente Parlamentar Mista da Energia Limpa,2025-03-13,57
53557,Frente Parlamentar de Migração do Rádio AM para FM e o Andamento do Processo de Digitalização no Brasil,2015-05-14,55
55606,Frente Parlamentar em Defesa da Polícia Penal,2025-05-28,57
53558,"Frente Parlamentar de Apoio a Duplicação da BR 222, trecho de Fortaleza (CE) a Marabá (PA)",2015-05-19,55
55607,Frente Parlamentar da Neurodiversidade,2023-11-29,57
53559,Frente Parlamentar Municipalista,2015-05-19,55
53560,Frente Parlamentar em Defesa dos Povos Tradicionais de Matriz Africana,2015-05-21,55
53561,Frente Parlamentar Mista para o Fortalecimento da Gestão Pública,2015-05-21,55
53562,Frente Parlamentar em Defesa da Desburocratização,2015-05-19,55
53563,Frente Parlamentar em Defesa e Acompanhamento da Pavimentação da BR 285 e Ferrovia Litorânea,2015-05-19,55
53564,Frente Parlamentar de Regularização Fundiária,2015-05-21,55
53565,"Frente Parlamentar em Defesa do Trabalho, Emprego e Renda",2015-06-15,55
55614,Frente Parlamentar Mista em Defesa e Apoio aos Despachantes Documentalistas do Brasil,2024-03-27,57
53566,Frente Parlamentar Mista da Agricultura Familiar,2015-05-29,55
53567,Frente Parlamentar em Defesa da Propriedade Intelectual e de Combate à Pirataria,2015-05-26,55
53568,Frente Parlamentar do Transporte Público - FPTP,2015-07-16,55
53569,Frente Parlamentar em Defesa da Renovação das Concessões no Setor Público de Energia Elétrica,2015-05-26,55
55618,Frente Parlamentar por Melhorias da Rodovia Federal BR-153,2025-07-09,57
53570,Frente Parlamentar Mista de Atenção Integral às Pessoas com Doenças Raras,2015-05-29,55
55619,"Frente Parlamentar em Defesa do Livro, da Leitura e da Escrita",2024-03-22,57
53572,Frente Parlamentar Mista de Promoção e Defesa do Acesso à Justiça,2015-06-10,55
55621,Frente Parlamentar Mista em Defesa do Empreendedorismo Rural,2024-03-12,57
53573,Frente Parlamentar Mista de Combate ao Roubo de Cargas,2015-05-29,55
55622,Frente Parlamentar em Defesa do Benefício de Prestação Continuada (BPC),2024-05-27,57
53574,Frente Parlamentar Mista em Defesa das Vítimas de Violência,2015-06-01,55
53575,Frente Parlamentar Mista do Artesão e Apoio do Artesanato Brasileiro,2015-06-01,55
53576,Frente Parlamentar em Defesa da Cafeicultura,2015-06-01,55
55625,Frente Parlamentar em Defesa das Pessoas com Doenças Reumáticas,2024-05-27,57
53577,Frente Parlamentar Mista Brasil-África com Participação Popular de Enfrentamento ao Racismo,2015-06-10,55
53578,Frente Parlamentar do Cooperativismo (Frencoop),2015-06-10,55
53579,Frente Parlamentar Mista pela Educação do Campo - FPMEDOC,2015-06-10,55
55628,Frente Parlamentar em Defesa das Vítimas de Acidentes de Trânsito,2024-06-21,57
53580,Frente Parlamentar Mista de Combate ao Contrabando e a Falsificação,2015-06-10,55
55629,Frente Parlamentar em Defesa dos Profissionais do Sistema Socioeducativo,2024-05-27,57
53581,"Frente Parlamentar dos Fundos de Pensão, RPPS e Previdência Aberta",2015-06-10,55
53582,"Frente Parlamentar em Defesa do Desenvolvimento da Região do Matopiba ( Maranhão, Tocantins, Piauí e Bahia)",2015-06-10,55
53583,"Frente Parlamentar Mista em Defesa das Universidades Públicas, Estaduais e Municipais do Brasil",2015-07-20,55
53584,Frente Parlamentar Mista de Apoio ao Mercado Imobiliário,2015-06-18,55
53585,Frente Parlamentar em Defesa da Cultura Luso-Brasileira,2015-06-18,55
55634,Frente Parlamentar em Defesa das Universidades Públicas,2024-06-12,57
53586,Frente Parlamentar Mista em Defesa do Presidencialismo Participativo,2015-06-18,55
